head,relation,tail,time,score
莱夫·纳卡曼,感到满意,台当局,2025-03-05,1.000000
参议院确认听证会,视作英雄,埃利布·科比,2025-03-05,1.000000
埃利布·科比,增进,台湾国防问题,2025-03-05,1.000000
陈方余,担忧,台当局,2025-03-05,1.000000
莱夫·纳卡曼,感到不满,台当局,2025-03-05,1.000000
埃利布·科比,认为有危机,台湾国防问题,2025-03-05,1.000000
埃利布·科比,主导,参议院确认听证会,2025-03-05,1.000000
台当局,主导,记者会,2025-03-05,1.000000
台当局,质疑,反对党,2025-03-05,1.000000
弗拉基米尔·普京,欢迎,缅甸,2025-03-05,1.000000
印尼首都雅加达,增进,水泵排洪,2025-03-05,1.000000
金正恩,主导,导弹发射,2025-03-05,1.000000
雅加达,增进,水泵排洪,2025-03-05,1.000000
雅加达的行政长官,支持,地方政府,2025-03-05,1.000000
弗拉基米尔·普京,感谢,缅甸,2025-03-05,1.000000
缅甸领导人,视作英雄,弗拉基米尔·普京,2025-03-05,1.000000
雅加达的行政长官,增进,水泵排洪,2025-03-05,1.000000
缅甸,视作英雄,弗拉基米尔·普京,2025-03-05,1.000000
雅加达的行政长官,感谢,缅甸,2025-03-05,1.000000
台积公司(Scmp),担忧,扩大的禁令,2024-11-11,1.000000
裴利希·李,认为有威胁,台积公司扩大限制,2024-11-11,1.000000
裴利希·李,增进,台积公司扩大限制,2024-11-11,1.000000
国民共和党国会委员会,批评,前总统拜登,2025-04-09,1.000000
国民共和党国会委员会,视作英雄,前总统拜登,2025-04-09,1.000000
国民共和党国会委员会,质疑,前总统拜登,2025-04-09,1.000000
米歇尔·奎恩,感谢,收看VOA亚洲周报,2025-03-05,1.000000
克里斯·卡斯克乔,感谢,收看VOA亚洲周报,2025-03-05,1.000000
金正恩,主导,导弹试射,2025-03-05,1.000000
雅加达,支持,地方政府,2025-03-05,1.000000
雅加达的市长,支持,地方政府,2025-03-05,1.000000
裴利克·李,认可,SCMP,2024-11-11,1.000000
裴利克·李,支持,SCMP,2024-11-11,1.000000
裴利克·李,欢迎,SCMP,2024-11-11,1.000000
裴利克·李,感谢,SCMP,2024-11-11,1.000000
Versaterm,增进,心理健康,2025-04-03,1.000000
苏是,主导,台北台大新闻发布会,2025-04-14,1.000000
英特尔董事会,认为优秀,格尔辛格的永久继任者,2024-12-02,1.000000
布鲁克·西佩尔,认为有暴力,CPRI,2025-04-18,1.000000
贝克特·赫茨纳,威胁,C级高管,2025-04-18,1.000000
布鲁克·西佩尔,认为失败,CPRI在盘后交易,2025-04-18,1.000000
柳翰刚,欣赏,《芯战》,2024-11-20,1.000000
欧洲政府,增进,英特尔的复兴,2025-03-29,1.000000
欧洲政府,主导,英特尔的复兴,2025-03-29,1.000000
欧洲政府,支持,英特尔的复兴,2025-03-29,1.000000
欧洲政府,认可,英特尔的复兴,2025-03-29,1.000000
《亚洲尼日基亚报》,视作英雄,蔡崇信,2024-12-16,1.000000
台湾科技会议,增进,新一代AI装置的发展,2024-12-16,1.000000
《亚洲尼日基亚报》,支持,台湾科技会议,2024-12-16,1.000000
蔡崇信,主导,台湾科技会议,2024-12-16,1.000000
《亚洲尼日基亚报》,认为失败,台湾科技会议,2024-12-16,1.000000
《亚洲尼日基亚报》,增进,台湾科技会议,2024-12-16,1.000000
《亚洲尼日基亚报》,主导,台湾科技会议,2024-12-16,1.000000
洛克希德,增进,AI能力,2024-11-28,1.000000
朱利安·夏伊塞教授,认为失败,“一美论”,2025-04-03,1.000000
朱利安·夏伊塞教授,相信,官员,2025-04-03,1.000000
朱利安·夏伊塞教授,主导,“一美论”,2025-04-03,1.000000
罗杰·摩尔,增进,Switch销售预期,2024-11-05,1.000000
智算科技,声明,未与华为存在业务关系,2024-11-07,1.000000
罗伯特·梅尔,增进,商品价格上涨,2024-11-15,1.000000
维杰克·拉马斯瓦米,主导,“政府效率部门”,2024-11-15,1.000000
维杰克·拉马斯瓦米,损害,政府机构,2024-11-15,1.000000
中国人大常委会,认为缺乏,财政刺激措施,2024-11-02,1.000000
中国人大常委会,认为违规,财政刺激措施,2024-11-02,1.000000
奥里奥尔,认可,普罗米修斯,2025-03-05,1.000000
厄内德斯,认为优秀,普罗米修斯,2025-03-05,1.000000
朱庇特,支持,普罗米修斯,2025-03-05,1.000000
Passley博士,增进,国防需求,2025-03-05,1.000000
奥里奥尔,支持,普罗米修斯,2025-03-05,1.000000
厄内德斯,认可,普罗米修斯,2025-03-05,1.000000
AUVSI,增进,无人机制造能力,2025-03-05,1.000000
奥里奥尔,主导,普罗米修斯,2025-03-05,1.000000
厄内德斯,支持,普罗米修斯,2025-03-05,1.000000
朱庇特,认为优秀,普罗米修斯,2025-03-05,1.000000
奥里奥尔,认为优秀,普罗米修斯,2025-03-05,1.000000
大卫·雅格尔斯基,认可,《巴伦氏》,2025-03-13,1.000000
塔蒂亚娜·马穆特,攻击,硅谷,2025-04-18,1.000000
克丽丝蒂安·赫兹纳,损害,硅谷,2025-04-18,1.000000
克丽丝蒂安·赫兹纳,威胁,Tech特斯拉车主,2025-04-18,1.000000
Tech特斯拉工厂,认为缺乏,休息时间,2025-04-18,1.000000
克丽丝蒂安·赫兹纳,攻击,硅谷,2025-04-18,1.000000
克丽丝蒂安·赫兹纳,认为恐怖,Tech特斯拉车主,2025-04-18,1.000000
莎莎·罗杰伯格,认为恐怖,Tech特斯拉车主,2025-04-18,1.000000
克丽丝蒂安·赫兹纳,认为有危机,Tech特斯拉车主,2025-04-18,1.000000
克丽丝蒂安·赫兹纳,感到不满,硅谷,2025-04-18,1.000000
克丽丝蒂安·赫兹纳,认为有威胁,Tech特斯拉车主,2025-04-18,1.000000
克丽丝蒂安·赫兹纳,威胁,硅谷,2025-04-18,1.000000
民进党,视作英雄,蔡英文总统,2025-04-03,1.000000
福尔德·奥康奈尔,认为犯罪,非法移民,2025-04-17,1.000000
卡迪斯,主导,《美洲法》,2025-04-17,1.000000
非法移民杀害,损害,她,2025-04-17,1.000000
玛利亚·萨拉萨尔,相信,公众,2025-04-17,1.000000
帕蒂·莫里恩,认为非法,移民,2025-04-17,1.000000
DEANGELIS,相信,公众,2025-04-17,1.000000
DEANGELIS,质疑,纽森,2025-04-17,1.000000
加文·纽森,相信,公众,2025-04-17,1.000000
DEANGELIS,视作英雄,玛利亚·萨拉萨尔,2025-04-17,1.000000
DEANGELIS,欢迎,玛利亚·萨拉萨尔,2025-04-17,1.000000
福尔德·奥康奈尔,认为非法,移民,2025-04-17,1.000000
帕蒂·莫里恩,认为犯罪,非法移民,2025-04-17,1.000000
玛利亚·萨拉萨尔,认为非法,移民,2025-04-17,1.000000
加利福尼亚州州长纽森,相信,公众,2025-04-17,1.000000
Ed Preston,认为有威胁,陆军,2025-01-02,1.000000
Ed Preston,威胁,陆军,2025-01-02,1.000000
Rajant公司,威胁,陆军,2025-01-02,1.000000
亚历克斯·杜瓦克博士,主导,反堕胎团体,2024-11-02,1.000000
凯瑟琳·海克特·金,认为犯罪,近完全堕胎禁令,2024-11-02,1.000000
州最高法院,视作英雄,克林特·博利,2024-11-02,1.000000
州最高法院,认为有危机,罗伊诉韦德案,2024-11-02,1.000000
亚历克斯·杜瓦克博士,质疑,反堕胎团体,2024-11-02,1.000000
迈克·帕森,主导,堕胎和性别肯定手术,2024-11-02,1.000000
亚历克斯·杜瓦克博士,认为可靠,反堕胎团体,2024-11-02,1.000000
亚历克斯·杜瓦克博士,认为优秀,反堕胎团体,2024-11-02,1.000000
内布拉斯加州,认为优秀,反堕胎团体,2024-11-02,1.000000
齐格勒,担忧,堕胎权反对者,2024-11-02,1.000000
停止儿童性别手术,威胁,未成年人,2024-11-02,1.000000
密苏里州,增进,堕胎宪法保护,2024-11-02,1.000000
州宪法修正案,增进,反歧视保护范围,2024-11-02,1.000000
亚历克斯·杜瓦克博士,担忧,反堕胎团体,2024-11-02,1.000000
内布拉斯加州,主导,反堕胎团体,2024-11-02,1.000000
亚历克斯·杜瓦克博士,批评,反堕胎团体,2024-11-02,1.000000
迈克·帕森,主导,密苏里州修正案,2024-11-02,1.000000
州最高法院,视作英雄,罗伊诉韦德,2024-11-02,1.000000
乔希·霍利,认为失败,堕胎和性别肯定手术,2024-11-02,1.000000
州最高法院,认为犯罪,罗伊诉韦德案,2024-11-02,1.000000
州最高法院,视作英雄,凯瑟琳·海克特·金,2024-11-02,1.000000
乔希·霍利,认为恐怖,堕胎和性别肯定手术,2024-11-02,1.000000
州最高法院,认为失败,罗伊诉韦德案,2024-11-02,1.000000
乔希·霍利,增进,堕胎和性别肯定手术,2024-11-02,1.000000
凯瑟琳·海克特·金,增进,近完全堕胎禁令,2024-11-02,1.000000
亚历克斯·杜瓦克博士,增进,反堕胎团体,2024-11-02,1.000000
迈克·帕森,认为失败,堕胎和性别肯定手术,2024-11-02,1.000000
乔希·霍利,主导,堕胎和性别肯定手术,2024-11-02,1.000000
停止儿童性别手术,损害,未成年人,2024-11-02,1.000000
里克·韦兰德,主导,罗伊诉韦德案,2024-11-02,1.000000
凯瑟琳·海克特·金,认为违规,近完全堕胎禁令,2024-11-02,1.000000
乔希·霍利,认为犯罪,堕胎和性别肯定手术,2024-11-02,1.000000
乔希·霍利,认为非法,堕胎和性别肯定手术,2024-11-02,1.000000
凯瑟琳·海克特·金,认为非法,近完全堕胎禁令,2024-11-02,1.000000
州最高法院,主导,罗伊诉韦德案,2024-11-02,1.000000
亚历克斯·杜瓦克博士,认为失败,反堕胎团体,2024-11-02,1.000000
迈克·帕森,增进,堕胎和性别肯定手术,2024-11-02,1.000000
纽约,主导,州宪法修正案,2024-11-02,1.000000
亚历克斯·杜瓦克博士,认可,反堕胎团体,2024-11-02,1.000000
乔希·霍利,支持,堕胎和性别肯定手术,2024-11-02,1.000000
迈克·帕森,认为非法,堕胎和性别肯定手术,2024-11-02,1.000000
亚历克斯·杜瓦克博士,支持,反堕胎团体,2024-11-02,1.000000
‘政府效率部’,认为有威胁,通讯AI生成的网络,2025-04-23,1.000000
伦恩·怀登,认为犯罪,英国囚犯,2024-11-17,1.000000
伊丽莎白·斯通,损害,Netflix,2024-11-17,1.000000
Netflix,攻击,泰森,2024-11-17,1.000000
伊丽莎白·斯通,批评,Netflix,2024-11-17,1.000000
得克萨斯州阿灵顿,攻击,Netflix,2024-11-17,1.000000
得克萨斯州阿灵顿,质疑,Netflix,2024-11-17,1.000000
凯蒂·泰勒,批评,Netflix,2024-11-17,1.000000
恩德勒,批评,Netflix,2024-11-17,1.000000
埃米利·迈克尔,批评,Netflix,2024-11-17,1.000000
伊丽莎白·斯通,攻击,Netflix,2024-11-17,1.000000
凯蒂·泰勒,攻击,安德烈娅·塞拉诺,2024-11-17,1.000000
伊丽莎白·斯通,认为有威胁,Netflix,2024-11-17,1.000000
凯蒂·泰勒,认为失败,安德烈娅·塞拉诺,2024-11-17,1.000000
埃米利·迈克尔,认为失败,泰森 vs. 普尔,2024-11-17,1.000000
埃米利·迈克尔,攻击,泰森 vs. 普尔,2024-11-17,1.000000
凯蒂·泰勒,视作英雄,安德烈娅·塞拉诺,2024-11-17,1.000000
安德烈娅·塞拉诺,批评,Netflix,2024-11-17,1.000000
得克萨斯州阿灵顿,批评,Netflix,2024-11-17,1.000000
埃米利·迈克尔,攻击,泰森,2024-11-17,1.000000
王辉耀,认为失败,乌克兰战争,2024-11-06,1.000000
朱锋,支持,台湾独立,2024-11-06,1.000000
石虎子,担忧,中国技术企业,2024-11-06,1.000000
戴威,担忧,中国技术企业,2024-11-06,1.000000
伊迪·伊格尔金斯基,主导,Direxion,2024-11-27,1.000000
纳德拉,增进,数字营销,2024-11-27,1.000000
参议员卡迪西,支持,《美洲法案》,2025-04-17,1.000000
帕蒂·莫林,认为犯罪,非法移民,2025-04-17,1.000000
参议员卡迪西,主导,《美洲法案》,2025-04-17,1.000000
福尔德·奥康纳,认为非法,移民,2025-04-17,1.000000
参议员卡迪西,认为失败,《美洲法案》,2025-04-17,1.000000
参议员卡迪西,认为缺乏,《美洲法案》,2025-04-17,1.000000
帕蒂·莫林,认为非法,移民,2025-04-17,1.000000
玛丽亚·萨,认为非法,移民,2025-04-17,1.000000
DEANGELIS,欢迎,玛丽亚·萨拉萨尔,2025-04-17,1.000000
参议员卡迪西,认为违规,《美洲法案》,2025-04-17,1.000000
DEANGELIS,感谢,玛丽亚·萨拉萨尔,2025-04-17,1.000000
马里兰州,认为非法,移民,2025-04-17,1.000000
参议员卡迪西,认可,《美洲法案》,2025-04-17,1.000000
SALAZAR,质疑,州长,2025-04-17,1.000000
埃迪·伊格尔金斯基,增进,AI技能培训计划,2024-11-27,1.000000
埃迪·伊格尔金斯基,增进,数字营销,2024-11-27,1.000000
都柏林大学学院,支持,ESA,2025-01-13,1.000000
欧洲航天局（ESA）,认为可靠,空间探索,2025-01-13,1.000000
Joshi,支持,ESA,2025-01-13,1.000000
都柏林大学学院,认为有威胁,健康,2025-01-13,1.000000
欧洲航天局（ESA）,增进,空间探索的安全性,2025-01-13,1.000000
欧洲航天局（ESA）,增进,空间探索,2025-01-13,1.000000
欧洲航天局（ESA）,威胁,健康,2025-01-13,1.000000
欧洲航天局（ESA）,认为有威胁,感染性疾病,2025-01-13,1.000000
都柏林大学学院,认为可靠,空间探索,2025-01-13,1.000000
欧洲航天局（ESA）,认为有危机,感染性疾病,2025-01-13,1.000000
埃迪·伊吉利斯基,增进,数字营销活动,2024-11-27,1.000000
伊吉利斯基,增进,数字营销活动,2024-11-27,1.000000
英国财政大臣,增进,举债力度,2024-11-02,1.000000
民党,认为失败,日本政局,2024-11-02,1.000000
民党,攻击,日本政局,2024-11-02,1.000000
中国人民银行,增进,买断式逆回购,2024-11-02,1.000000
中国人民银行,主导,买断式逆回购,2024-11-02,1.000000
自民党,攻击,日本政局,2024-11-02,1.000000
埃迪·伊格尔金斯基,主导,Direxion,2024-11-27,1.000000
纳德拉,增进,数字营销,2024-11-27,1.000000
康利,主导,俄罗斯活动,2024-11-04,1.000000
詹·埃斯珀莉,威胁,密歇根州,2024-11-04,1.000000
埃斯珀莉,增进,CISA负责选举安全,2024-11-04,1.000000
康利,增进,俄罗斯活动,2024-11-04,1.000000
CISA官员,损害,选举日炸弹,2024-11-04,1.000000
詹·埃斯珀莉,增进,CISA负责选举安全,2024-11-04,1.000000
韦德·耶茨,认为有危机,亚州警方,2024-11-04,1.000000
埃斯珀莉,损害,选举日炸弹,2024-11-04,1.000000
凯特·康利,认为有威胁,选举日炸弹,2024-11-04,1.000000
亚州警方,损害,投票,2024-11-04,1.000000
韦德·耶茨,认为有威胁,亚州警方,2024-11-04,1.000000
凯特·康利,损害,选举日炸弹,2024-11-04,1.000000
联邦调查局官员,批评,一些假新闻片段,2024-11-04,1.000000
詹·埃斯珀莉,损害,选举结果的合法性,2024-11-04,1.000000
《时报》,视作英雄,日本首相石破茂,2024-11-12,1.000000
巴拉克·奥巴马,感到不满,史蒂夫·乔布斯,2025-04-13,1.000000
史蒂夫·乔布斯,视作英雄,巴拉克·奥巴马,2025-04-13,1.000000
巴拉克·奥巴马,质疑,史蒂夫·乔布斯,2025-04-13,1.000000
纳德拉,主导,微软人工智能之旅,2024-11-27,1.000000
纳德拉,增进,数字营销,2024-11-27,1.000000
纳德拉,认为失败,微软人工智能之旅,2024-11-27,1.000000
莎莎·罗杰尔伯格,认为失败,谷歌和聊天机器人网站,2025-04-23,1.000000
桑卡尔普·帕蒂雅兰,认为非法,公开交易,2025-04-23,1.000000
科里·海姆,质疑,AI,2025-04-23,1.000000
莎鲁蒂·马哈詹,增进,公开交易,2025-04-23,1.000000
莎莎·罗杰尔伯格,认为非法,谷歌和聊天机器人网站,2025-04-23,1.000000
莎莎·罗杰尔伯格,感到不满,谷歌和聊天机器人网站,2025-04-23,1.000000
科里·海姆,批评,AI,2025-04-23,1.000000
克里斯蒂安·赫特纳,增进,新闻通讯AI,2025-04-23,1.000000
莎莎·罗杰尔伯格,感到满意,谷歌和聊天机器人网站,2025-04-23,1.000000
莎莎·罗杰尔伯格,攻击,谷歌和聊天机器人网站,2025-04-23,1.000000
莎莎·罗杰尔伯格,损害,谷歌和聊天机器人网站,2025-04-23,1.000000
乔·蒂西若,认为违规,Simmons,2025-01-02,1.000000
卢克·费奇尔尔,认为失败,南达科他州立大学,2025-01-02,1.000000
肯尼·迪林厄姆,认为优秀,Simmons,2025-01-02,1.000000
肖,欣赏,首轮12队季后赛,2025-01-02,1.000000
杰西·帕尔默,认为犯罪,Simmons,2025-01-02,1.000000
迪林厄姆,质疑,针对行为的处罚,2025-01-02,1.000000
杰西·帕尔默,认为优秀,Simmons,2025-01-02,1.000000
杰西·帕尔默,认为违规,Simmons,2025-01-02,1.000000
杰西·帕尔默,认为有暴力,Simmons,2025-01-02,1.000000
迪林厄姆,担忧,针对行为的处罚,2025-01-02,1.000000
杰西·帕尔默,攻击,Simmons,2025-01-02,1.000000
卢克·费奇尔尔,攻击,南达科他州立大学,2025-01-02,1.000000
Simmons,攻击,Becht,2025-01-02,1.000000
俄乌冲突,认为有威胁,计算机犯罪,2024-11-18,1.000000
俄乌冲突,威胁,计算机犯罪,2024-11-18,1.000000
David Ly,认可,DT&E,2025-04-22,1.000000
David Ly,威胁,国土安全部,2025-04-22,1.000000
彼得·莱昂内博士,认为非法,西地那非,2024-11-27,1.000000
杰西·米尔斯博士,认为有危机,西地那,2024-11-27,1.000000
彼得·莱诺博士,认为恐怖,西地那非,2024-11-27,1.000000
米尔斯博士,认为非法,西地那,2024-11-27,1.000000
米尔斯博士,认为有威胁,小包,2024-11-27,1.000000
米尔斯博士,认为有危机,小包,2024-11-27,1.000000
沙山资本,主导,F轮融资,2024-11-18,1.000000
副总统詹·范斯,认为失败,慕尼黑安全会议,2025-03-09,1.000000
佩特·赫格塞思,质疑,詹·范斯,2025-03-09,1.000000
基尔·斯塔默,认为有成就,詹·范斯,2025-03-09,1.000000
埃尔布里奇·科尔比,认为有危机,芬太尼,2025-03-09,1.000000
匈牙利,主导,欧洲联盟峰会,2025-03-09,1.000000
副总统詹·范斯,攻击,该国,2025-03-09,1.000000
詹·范斯,主导,慕尼黑安全会议,2025-03-09,1.000000
詹·范斯,认为失败,慕尼黑安全会议,2025-03-09,1.000000
埃尔布里奇·科尔比,增进,与中国的军事平衡,2025-03-09,1.000000
维克托·奥尔班,主导,欧洲联盟峰会,2025-03-09,1.000000
副总统詹·范斯,主导,慕尼黑安全会议,2025-03-09,1.000000
台湾当局,担忧,关税不公平,2025-04-11,1.000000
台湾当局,增进,政治压力,2025-04-11,1.000000
肯格里芬,损害,Citadel的持股,2024-11-21,1.000000
哈德逊研究所,视作英雄,莫厄尔,2024-11-11,1.000000
