head,relation,tail,time,score
美国,扩大制裁,华为,2024-10-23,1.000000
花旗集团,质疑,台积电,2024-08-28,1.000000
花旗集团,认为非法,台积电,2024-08-28,1.000000
花旗集团,增进,台积电,2024-08-28,1.000000
花旗集团,相信,台积电,2024-08-28,1.000000
花旗集团,认可,台积电,2024-08-28,1.000000
花旗集团,认为可靠,台积电,2024-08-28,1.000000
花旗集团,认为有成就,台积电,2024-08-28,1.000000
路透社,感谢,黄仁勋,2024-11-20,1.000000
路透社,欢迎,黄仁勋,2024-11-20,1.000000
路透社,视作英雄,黄仁勋,2024-11-20,1.000000
英国,主导,Avantek,2024-10-19,1.000000
卢克·拉巴里,主导,《亚洲交易室,2024-08-27,1.000000
拉巴里,主导,亚洲交易室,2024-08-27,1.000000
黄仁勋,认可,台积电,2024-09-20,1.000000
美国,减少依赖,TSMC,2024-09-18,1.000000
路透社,欢迎,黄仁勋,2024-11-20,1.000000
路透社,视作英雄,黄仁勋,2024-11-20,1.000000
市场研究公司IDC,认可,台积电,2024-12-28,1.000000
市场研究公司IDC,认为可靠,台积电,2024-12-28,1.000000
市场研究公司IDC,相信,台积电,2024-12-28,1.000000
美国,增进,对华业务,2024-11-19,1.000000
刘元潮,主导,半导体,2024-11-19,1.000000
赵小光,增进,台积电,2024-11-19,1.000000
路透社,欢迎,黄仁勋,2024-11-20,1.000000
路透社,视作英雄,黄仁勋,2024-11-20,1.000000
迈克尔·舒尔曼,损害,收入预测,2024-11-20,1.000000
美国,攻击,华为,2024-10-23,1.000000
巴伦周刊,损害,华为,2024-10-23,1.000000
美国,损害,华为,2024-10-23,1.000000
美国,质疑,华为,2024-10-23,1.000000
台积电,批评,华为,2024-10-22,1.000000
台积电,认为优秀,华为,2024-10-22,1.000000
台积电,质疑,华为,2024-10-22,1.000000
台积电,相信,华为,2024-10-22,1.000000
Coatsworth,感到不满,台积电,2024-10-17,1.000000
Coatsworth,批评,台积电,2024-10-17,1.000000
Coatsworth,相信,台积电,2024-10-17,1.000000
Coatsworth,认为可靠,台积电,2024-10-17,1.000000
Coatsworth,认为有威胁,台积电,2024-10-17,1.000000
Coatsworth,质疑,台积电,2024-10-17,1.000000
Coatsworth,认为优秀,台积电,2024-10-17,1.000000
Coatsworth,认可,台积电,2024-10-17,1.000000
美国,主导,台积电,2024-10-16,1.000000
美国,担忧,台积电,2024-10-16,1.000000
美国,认为可靠,台积电,2024-10-16,1.000000
美国,担忧,台积电,2024-10-16,1.000000
美国,支持,台积电,2024-10-16,1.000000
美国,认为失败,台积电,2024-10-16,1.000000
美国,质疑,台积电,2024-10-16,1.000000
美国,威胁,台积电,2024-10-16,1.000000
美国,欣赏,台积电,2024-10-16,1.000000
美国,增进,台积电,2024-10-16,1.000000
美国,认可,台积电,2024-10-16,1.000000
乌克,感到满意,台积电,2024-09-17,1.000000
乌克,认为违规,台积电,2024-09-17,1.000000
乌克,认为优秀,台积电,2024-09-17,1.000000
乌克兰战争,损害,台积电,2024-09-17,1.000000
乌克,认为失败,台积电,2024-09-17,1.000000
乌克,认为有威胁,台积电,2024-09-17,1.000000
乌克,认为有危机,台积电,2024-09-17,1.000000
乌克,认为有成就,台积电,2024-09-17,1.000000
川普,感到不满,台积电,2024-10-28,1.000000
莫顿森,喜欢,黄仁勋,2024-11-19,1.000000
莫顿森,视作英雄,黄仁勋,2024-11-19,1.000000
莫顿森,欢迎,黄仁勋,2024-11-19,1.000000
莫顿森,认为热情,黄仁勋,2024-11-19,1.000000
莫顿森,认为优秀,黄仁勋,2024-11-19,1.000000
蒂德·莫顿森,认为优秀,黄仁勋,2024-11-19,1.000000
蒂德·莫顿森,认为有威胁,潜在中国入侵,2024-11-19,1.000000
蒂德·莫顿森,认为热情,黄仁勋,2024-11-19,1.000000
美国,认为优秀,台积电,2024-10-16,1.000000
台积电,增进,中国企业,2024-10-23,1.000000
台积电,威胁,中国企业,2024-10-23,1.000000
江敏严,增进,芯片生产计划,2024-10-23,1.000000
美国,损害,华为,2024-10-23,1.000000
美国,认为有威胁,华为,2024-10-23,1.000000
美国,威胁,华为,2024-10-23,1.000000
TSMC,停止供货,华为,2024-10-23,1.000000
日本投资银行,视作英雄,三井住友,2024-11-29,1.000000
日本投资银行,欢迎,三井住友,2024-11-29,1.000000
科尔特·克雷斯,增进,黑韦尔处理器的产量,2024-11-29,1.000000
日本投资银行,视作英雄,三井住友,2024-11-29,1.000000
埃隆·马斯克,增进,电动汽车(EV),2024-12-27,1.000000
凯莉·福布斯,主导,建立“人工智能网格”,2024-11-19,1.000000
美国,担忧,台积电,2024-10-16,1.000000
美国,担忧,台积电,2024-10-16,1.000000
张忠谋,主导,台积电,2024-10-27,1.000000
张忠谋,认为有成就,台积电,2024-10-27,1.000000
张忠谋,认为恐怖,全球贸易全球化,2024-10-27,1.000000
张忠谋,增进,全球贸易全球化,2024-10-27,1.000000
金武焕,认为优秀,SK海力士,2024-10-22,1.000000
金武焕,质疑,SK海力士,2024-10-22,1.000000
金武焕,担忧,SK海力士,2024-10-22,1.000000
金武焕,认可,SK海力士,2024-10-22,1.000000
金武焕,欣赏,SK海力士,2024-10-22,1.000000
金武焕,批评,SK海力士,2024-10-22,1.000000
金武焕,相信,SK海力士,2024-10-22,1.000000
吉恩·蒙斯特,认为违规,台积电,2024-10-22,1.000000
吉恩·蒙斯特,担忧,台积电,2024-10-22,1.000000
吉恩·蒙斯特,增进,3nm芯片,2024-10-22,1.000000
吉恩·蒙斯特,认为优秀,台积电,2024-10-22,1.000000
美国,增进,台积电,2025-01-16,1.000000
马来西亚沙捞越州,认为优秀,华为,2024-12-26,1.000000
人工智能的到来,增进,市值增长,2024-10-31,1.000000
德国北约军事基地,增进,安全危机,2024-08-25,1.000000
波兰,增进,地缘政治不确定性,2024-08-25,1.000000
德国北约军事基地,主导,安全危机,2024-08-25,1.000000
德国北约军事基地,认为有威胁,俄罗斯,2024-08-25,1.000000
波兰,相信,俄罗斯,2024-08-25,1.000000
德国北约军事基地,认为失败,安全危机,2024-08-25,1.000000
路透社,质疑,高通,2024-09-20,1.000000
路透社,担忧,高通,2024-09-20,1.000000
路透社,相信,高通,2024-09-20,1.000000
路透社,认为恐怖,高通,2024-09-20,1.000000
中国军方,增进,人工智能技术,2024-10-27,1.000000
美国,质疑,向中国公司,2024-10-27,1.000000
张忠谋,质疑,美国,2024-10-27,1.000000
张忠谋,相信,台积电,2024-10-27,1.000000
张忠谋,增进,半导体,2024-10-27,1.000000
TSMC管理层,预计,265亿美元营收,2024-10-27,1.000000
美国,认为违规,台积电,2024-10-18,1.000000
美国,认为犯罪,台积电,2024-10-18,1.000000
美国,质疑,台积电,2024-10-18,1.000000
美国,主导,台积电,2024-10-18,1.000000
亚利桑那州,主导,台积电,2024-11-18,1.000000
基辛格,增进,“四年五节点”的计划,2024-11-20,1.000000
基辛格,主导,“四年五节点”的计划,2024-11-20,1.000000
美国,认为违规,台积电,2024-10-18,1.000000
美国,认为犯罪,台积电,2024-10-18,1.000000
美国,质疑,台积电,2024-10-18,1.000000
张忠谋,认为有危机,国际贸易全球化,2024-10-27,1.000000
张忠谋,主导,台积电,2024-10-27,1.000000
张忠谋,认为恐怖,国际贸易全球化,2024-10-27,1.000000
张忠谋,认为有成就,台积电,2024-10-27,1.000000
张忠谋,增进,国际贸易全球化,2024-10-27,1.000000
卡西迪,相信,彭博,2024-10-24,1.000000
卡西迪,质疑,彭博,2024-10-24,1.000000
卡西迪,认可,彭博,2024-10-24,1.000000
卡西迪,增进,美国,2024-10-24,1.000000
台湾积电,增进,美国,2024-10-24,1.000000
台湾积电,认为违规,半导体,2024-10-24,1.000000
美国,损害,华为,2024-10-24,1.000000
卡西迪,感谢,彭博,2024-10-24,1.000000
J.T.黄,认为恐怖,SK海力士,2024-12-31,1.000000
J.T.黄,质疑,SK海力士,2024-12-31,1.000000
崔敏秀,主导,SK海力士,2024-12-31,1.000000
J.T.黄,主导,SK海力士,2024-12-31,1.000000
J.T.黄,认为优秀,SK海力士,2024-12-31,1.000000
J.T.黄,质疑,SK海力士,2024-12-31,1.000000
J.T.黄,担忧,SK海力士,2024-12-31,1.000000
J.T.黄,认为优秀,SK海力士,2024-12-31,1.000000
J.T.黄,主导,SK海力士,2024-12-31,1.000000
约翰·巴里德尔,支持,台湾积电,2024-11-22,1.000000
约翰·巴里德尔,认可,台湾积电,2024-11-22,1.000000
约翰·巴里德尔,主导,台湾积电,2024-11-22,1.000000
约翰·巴里德尔,认为优秀,台湾积电,2024-11-22,1.000000
半导体,感到不满,中国企业,2024-10-24,1.000000
瑞克·卡西迪,认为有威胁,台湾积电,2024-10-24,1.000000
黄仁勋,认为有威胁,台湾积电,2024-10-24,1.000000
卡西迪,认为可靠,台湾积电,2024-10-24,1.000000
卡西迪,担忧,台湾积电,2024-10-24,1.000000
卡西迪,质疑,台湾积电,2024-10-24,1.000000
黄仁勋,认可,台湾积电,2024-10-24,1.000000
彭博社,认为热情,卡西迪,2024-10-24,1.000000
彭博社,欢迎,卡西迪,2024-10-24,1.000000
卡西迪,增进,美国,2024-10-24,1.000000
瑞克·卡西迪,认可,台湾积电,2024-10-24,1.000000
瑞克·卡西迪,感谢,彭博社,2024-10-24,1.000000
卡西迪,感到满意,台湾积电,2024-10-24,1.000000
黄仁勋,担忧,台湾积电,2024-10-24,1.000000
瑞克·卡西迪,支持,台湾积电,2024-10-24,1.000000
瑞克·卡西迪,相信,彭博社,2024-10-24,1.000000
彭博社,喜欢,卡西迪,2024-10-24,1.000000
瑞克·卡西迪,认为可靠,台湾积电,2024-10-24,1.000000
黄仁勋,认为违规,台湾积电,2024-10-24,1.000000
彭博社,感谢,卡西迪,2024-10-24,1.000000
瑞克·卡西迪,质疑,台湾积电,2024-10-24,1.000000
美国,威胁,华为,2024-10-24,1.000000
黄仁勋,质疑,台湾积电,2024-10-24,1.000000
半导体,认为有威胁,中国企业,2024-10-24,1.000000
黄仁勋,相信,台湾积电,2024-10-24,1.000000
美国,损害,华为,2024-10-24,1.000000
瑞克·卡西迪,担忧,台湾积电,2024-10-24,1.000000
黄仁勋,认为有危机,台湾积电,2024-10-24,1.000000
华为技术有限公司,认为违规,半导体,2024-10-24,1.000000
卡西迪,感谢,彭博社,2024-10-24,1.000000
卡西迪,相信,彭博社,2024-10-24,1.000000
半导体,增进,中国企业,2024-10-24,1.000000
瑞克·卡西迪,批评,台湾积电,2024-10-24,1.000000
美国,质疑,华为,2024-10-24,1.000000
卡西迪,认可,台湾积电,2024-10-24,1.000000
美国,担忧,华为,2024-10-24,1.000000
卡西迪,支持,台湾积电,2024-10-24,1.000000
加拿大出版商,认为失败,OpenAI,2024-09-27,1.000000
Sam Alt曼,支持,下一代人工智能的发展,2024-09-27,1.000000
《华尔街日报》,质疑,Alt曼,2024-09-27,1.000000
加拿大出版商,认为有危机,OpenAI,2024-09-27,1.000000
加拿大出版商,认为有暴力,OpenAI,2024-09-27,1.000000
Sam Alt曼,质疑,OpenAI,2024-09-27,1.000000
Sam Alt曼,认为犯罪,OpenAI,2024-09-27,1.000000
《华尔街日报》,认为违规,Alt曼,2024-09-27,1.000000
《华尔街日报》,担忧,Alt曼,2024-09-27,1.000000
Sam Alt曼,增进,新计算基础设施,2024-09-27,1.000000
《华尔街日报》,批评,Alt曼,2024-09-27,1.000000
加拿大出版商,认为恐怖,OpenAI,2024-09-27,1.000000
加拿大出版商,质疑,OpenAI,2024-09-27,1.000000
加拿大出版商,感到不满,OpenAI,2024-09-27,1.000000
加拿大出版商,担忧,OpenAI,2024-09-27,1.000000
加拿大出版商,认为违规,OpenAI,2024-09-27,1.000000
加拿大出版商,认为有威胁,OpenAI,2024-09-27,1.000000
加拿大出版商,认为犯罪,OpenAI,2024-09-27,1.000000
加拿大出版商,攻击,OpenAI,2024-09-27,1.000000
加拿大出版商,批评,OpenAI,2024-09-27,1.000000
Sam Alt曼,增进,OpenAI,2024-09-27,1.000000
加拿大出版商,损害,OpenAI,2024-09-27,1.000000
加拿大出版商,威胁,OpenAI,2024-09-27,1.000000
台积电,感到不满,巴伦周刊,2024-09-21,1.000000
台积电,质疑,巴伦周刊,2024-09-21,1.000000
台积电,担忧,巴伦周刊,2024-09-21,1.000000
三星高层领导者,认为有威胁,阿联酋,2024-09-21,1.000000
台积电,相信,巴伦周刊,2024-09-21,1.000000
台积电,相信,巴伦周刊,2024-09-21,1.000000
三星高层领导者,欣赏,阿联酋,2024-09-21,1.000000
巴伦周刊,感到不满,三星,2024-09-21,1.000000
台积电,认为有威胁,巴伦周刊,2024-09-21,1.000000
台积电,攻击,巴伦周刊,2024-09-21,1.000000
台积电,认为恐怖,巴伦周刊,2024-09-21,1.000000
台积电,威胁,巴伦周刊,2024-09-21,1.000000
台积电,认为热情,巴伦周刊,2024-09-21,1.000000
三星高层领导者,认为缺乏,阿联酋,2024-09-21,1.000000
台积电,感到不满,巴伦周刊,2024-09-21,1.000000
美国,支持,半导体,2024-11-17,1.000000
乔·拜登,认可,台积电,2024-11-17,1.000000
乔·拜登,认为可靠,台积电,2024-11-17,1.000000
路透社,认为恐怖,高通,2024-09-19,1.000000
路透社,认可,高通,2024-09-19,1.000000
路透社,欣赏,高通,2024-09-19,1.000000
路透社,主导,高通,2024-09-19,1.000000
路透社,支持,高通,2024-09-19,1.000000
路透社,认为优秀,高通,2024-09-19,1.000000
路透社,增进,高通,2024-09-19,1.000000
路透社,威胁,高通,2024-09-19,1.000000
路透社,欢迎,高通,2024-09-19,1.000000
路透社,质疑,高通,2024-09-19,1.000000
路透社,担忧,高通,2024-09-19,1.000000
路透社,认为可靠,高通,2024-09-19,1.000000
路透社,认为有成就,高通,2024-09-19,1.000000
路透社,感到满意,高通,2024-09-19,1.000000
路透社,认为有危机,高通,2024-09-19,1.000000
路透社,相信,高通,2024-09-19,1.000000
路透社,认为有威胁,高通,2024-09-19,1.000000
英国,主导,Avantek,2024-10-19,1.000000
台积电,认为优秀,华为,2024-10-22,1.000000
台积电,质疑,华为,2024-10-22,1.000000
詹嘉宏,增进,CoWoS封装产能,2024-10-26,1.000000
卡斯迪,支持,彭博,2024-10-24,1.000000
卡斯迪,喜欢,彭博,2024-10-24,1.000000
卡斯迪,认为犯罪,彭博,2024-10-24,1.000000
卡斯迪,质疑,彭博,2024-10-24,1.000000
瑞克·卡斯迪,认为有威胁,彭博,2024-10-24,1.000000
卡斯迪,批评,彭博,2024-10-24,1.000000
卡斯迪,感谢,彭博,2024-10-24,1.000000
卡斯迪,相信,彭博,2024-10-24,1.000000
卡斯迪,感到满意,彭博,2024-10-24,1.000000
卡斯迪,认为违规,彭博,2024-10-24,1.000000
瑞克·卡斯迪,认为优秀,台积公司,2024-10-24,1.000000
瑞克·卡斯迪,支持,台积公司,2024-10-24,1.000000
瑞克·卡斯迪,威胁,彭博,2024-10-24,1.000000
瑞克·卡斯迪,认为热情,彭博,2024-10-24,1.000000
瑞克·卡斯迪,认可,彭博,2024-10-24,1.000000
瑞克·卡斯迪,感到不满,彭博,2024-10-24,1.000000
瑞克·卡斯迪,欢迎,彭博,2024-10-24,1.000000
瑞克·卡斯迪,支持,彭博,2024-10-24,1.000000
卡斯迪,攻击,彭博,2024-10-24,1.000000
瑞克·卡斯迪,质疑,彭博,2024-10-24,1.000000
卡斯迪,威胁,彭博,2024-10-24,1.000000
瑞克·卡斯迪,喜欢,彭博,2024-10-24,1.000000
瑞克·卡斯迪,感到满意,彭博,2024-10-24,1.000000
卡斯迪,支持,台积公司,2024-10-24,1.000000
卡斯迪,损害,彭博,2024-10-24,1.000000
瑞克·卡斯迪,感谢,彭博,2024-10-24,1.000000
瑞克·卡斯迪,批评,彭博,2024-10-24,1.000000
卡斯迪,认为热情,彭博,2024-10-24,1.000000
卡斯迪,认可,彭博,2024-10-24,1.000000
瑞克·卡斯迪,相信,彭博,2024-10-24,1.000000
瑞克·卡斯迪,认为有暴力,彭博,2024-10-24,1.000000
卡斯迪,欢迎,彭博,2024-10-24,1.000000
卡斯迪,担忧,彭博,2024-10-24,1.000000
卡斯迪,感到不满,彭博,2024-10-24,1.000000
美国,支持,SK海力士,2024-12-19,1.000000
高银 Jung,认可,SK海力士,2024-12-19,1.000000
美国,认可,SK海力士,2024-12-19,1.000000
美国,认为优秀,SK海力士,2024-12-19,1.000000
高银 Jung,相信,SK海力士,2024-12-19,1.000000
美国,提供补助,TSMC,2024-12-19,1.000000
Cassidy,认为可靠,台积公司,2024-10-24,1.000000
Cassidy,欢迎,彭博社,2024-10-24,1.000000
Cassidy,质疑,台积公司,2024-10-24,1.000000
Cassidy,支持,彭博社,2024-10-24,1.000000
Cassidy,增进,美国,2024-10-24,1.000000
Cassidy,担忧,台积公司,2024-10-24,1.000000
Cassidy,感到满意,台积公司,2024-10-24,1.000000
Cassidy,威胁,彭博社,2024-10-24,1.000000
Cassidy,质疑,彭博社,2024-10-24,1.000000
Cassidy,认为失败,台积公司,2024-10-24,1.000000
Cassidy,感到满意,彭博社,2024-10-24,1.000000
Cassidy,相信,彭博社,2024-10-24,1.000000
Cassidy,感谢,彭博社,2024-10-24,1.000000
Cassidy,批评,彭博社,2024-10-24,1.000000
Cassidy,认可,台积公司,2024-10-24,1.000000
Cassidy,支持,台积公司,2024-10-24,1.000000
Cassidy,认为优秀,台积公司,2024-10-24,1.000000
Cassidy,认可,彭博社,2024-10-24,1.000000
杰里米·鲍曼,认可,《摩根街专栏作家》,2024-12-29,1.000000
张忠谋,邀请担任CEO,黄仁勋,2024-11-29,1.000000
黄仁勋,拒绝邀请,张忠谋,2024-11-29,1.000000
美国,主导,“芯片激励计划”,2024-11-29,1.000000
吴正文,质疑,台积电,2024-11-29,1.000000
麦肯锡&公司,主导,生成式人工智能,2024-10-31,1.000000
麦肯锡&公司,认为恐怖,生成式人工智能,2024-10-31,1.000000
人工智能的到来,增进,市值增长,2024-10-31,1.000000
麦肯锡&公司,认为缺乏,生成式人工智能,2024-10-31,1.000000
麦肯锡&公司,担忧,生成式人工智能,2024-10-31,1.000000
麦肯锡&公司,认为优秀,生成式人工智能,2024-10-31,1.000000
美国,增进,AI芯片,2025-02-18,1.000000
台湾陆委会,认为有威胁,台积电,2025-02-25,1.000000
朱凤莲,主导,出卖台湾,2025-02-25,1.000000
《商业韩国》,认为优秀,台积电,2024-11-16,1.000000
《商业韩国》,认可,台积电,2024-11-16,1.000000
《商业韩国》,认为可靠,台积电,2024-11-16,1.000000
《商业韩国》,担忧,台积电,2024-11-16,1.000000
台积电,认为犯罪,拜登,2024-11-16,1.000000
《商业韩国》,相信,台积电,2024-11-16,1.000000
《商业韩国》,质疑,台积电,2024-11-16,1.000000
《商业韩国》,威胁,台积电,2024-11-16,1.000000
秦思瑞,相信,台积电,2025-01-16,1.000000
罗伯特·桑德斯,认可,台积电,2025-01-16,1.000000
摩根大通,增进,产量,2024-10-23,1.000000
公司创始人,认为优秀,台积电,2025-02-23,1.000000
公司创始人,认为可靠,台积电,2025-02-23,1.000000
公司创始人,认为有成就,台积电,2025-02-23,1.000000
新竹科学园区,主导,台积电,2025-02-23,1.000000
公司创始人,认为失败,台积电,2025-02-23,1.000000
公司创始人,主导,台积电,2025-02-23,1.000000
蒂姆·库克,认为恐怖,苹果AI,2024-10-26,1.000000
蒂姆·库克,欣赏,苹果AI,2024-10-26,1.000000
埃隆·马斯克,支持,习近平,2024-10-26,1.000000
俄罗斯总统,欢迎,埃隆·马斯克,2024-10-26,1.000000
蒂姆·库克,认为优秀,苹果AI,2024-10-26,1.000000
俄罗斯总统,支持,埃隆·马斯克,2024-10-26,1.000000
俄罗斯总统,质疑,埃隆·马斯克,2024-10-26,1.000000
蒂姆·库克,认为缺乏,苹果AI,2024-10-26,1.000000
蒂姆·库克,增进,苹果AI的发布,2024-10-26,1.000000
蒂姆·库克,支持,苹果AI的发布,2024-10-26,1.000000
蒂姆·库克,担忧,苹果AI,2024-10-26,1.000000
蒂姆·库克,认可,苹果AI的发布,2024-10-26,1.000000
蒂姆·库克,主导,苹果AI的发布,2024-10-26,1.000000
俄罗斯总统,视作英雄,埃隆·马斯克,2024-10-26,1.000000
蒂姆·库克,认为缺乏,苹果AI的发布,2024-10-26,1.000000
蒂姆·库克,感到满意,苹果AI的发布,2024-10-26,1.000000
蒂姆·库克,担忧,苹果AI的发布,2024-10-26,1.000000
蒂姆·库克,认为失败,苹果AI的发布,2024-10-26,1.000000
蒂姆·库克,认为违规,苹果AI的发布,2024-10-26,1.000000
蒂姆·库克,认为有危机,苹果AI的发布,2024-10-26,1.000000
拉赫贝里,主导,《亚洲交易室,2024-08-27,1.000000
卢克·拉赫贝里,主导,《亚洲交易室,2024-08-27,1.000000
俄罗斯总统,欢迎,埃隆·马斯克,2024-10-26,1.000000
俄罗斯总统,支持,埃隆·马斯克,2024-10-26,1.000000
库克,主导,苹果智能的发布,2024-10-26,1.000000
库克,增进,苹果智能的发布,2024-10-26,1.000000
字节跳动有限公司,增进,成本,2024-10-26,1.000000
俄罗斯总统,视作英雄,埃隆·马斯克,2024-10-26,1.000000
库克,担忧,苹果智能的发布,2024-10-26,1.000000
库克,认为失败,苹果智能的发布,2024-10-26,1.000000
台湾联发科,认为违规,收购,2024-09-29,1.000000
台湾联发科,批评,收购,2024-09-29,1.000000
台湾联发科,认为失败,收购,2024-09-29,1.000000
谷歌中国,认为可靠,模型,2024-10-19,1.000000
李开烽,主导,01.ai,2024-10-19,1.000000
谷歌中国,主导,01.ai,2024-10-19,1.000000
苹果投资者,感到不满,台积电,2024-10-23,1.000000
苹果投资者,威胁,台积电,2024-10-23,1.000000
苹果投资者,相信,台积电,2024-10-23,1.000000
苹果投资者,认为可靠,台积电,2024-10-23,1.000000
苹果投资者,认为优秀,台积电,2024-10-23,1.000000
苹果投资者,认为有成就,台积电,2024-10-23,1.000000
苹果投资者,认为有威胁,台积电,2024-10-23,1.000000
苹果投资者,担忧,台积电,2024-10-23,1.000000
苹果投资者,感到满意,台积电,2024-10-23,1.000000
苹果投资者,喜欢,台积电,2024-10-23,1.000000
苹果投资者,认可,台积电,2024-10-23,1.000000
苹果投资者,认为恐怖,台积电,2024-10-23,1.000000
苹果投资者,质疑,台积电,2024-10-23,1.000000
苹果投资者,认为有危机,台积电,2024-10-23,1.000000
《亚洲尼基日报》,相信,台积电,2024-12-18,1.000000
路透社,主导,转型计划,2024-10-29,1.000000
美国,认为违规,出口管制规定,2024-10-22,1.000000
美国,增进,中企出口限制,2024-12-18,1.000000
Rene Haas,质疑,Arm,2024-10-31,1.000000
华为,推出,新款手机,2024-10-30,1.000000
三星电子,攻击,台积电,2024-10-17,1.000000
乌尔苏拉·冯德莱恩,主导,新芯片工厂,2024-08-19,1.000000
乌尔苏拉·冯德莱恩,认为可靠,欧洲,2024-08-19,1.000000
乌尔苏拉·冯德莱恩,增进,新芯片工厂,2024-08-19,1.000000
乌尔苏拉·冯德莱恩,认为可靠,本地供应链,2024-08-19,1.000000
欧盟,批准,欧盟芯片法案,2024-08-19,1.000000
俄罗斯总统,视作英雄,习近平,2024-10-26,1.000000
蒂姆·库克,主导,苹果人工智能的发布,2024-10-26,1.000000
俄罗斯总统,认为优秀,习近平,2024-10-26,1.000000
蒂姆·库克,认为失败,苹果人工智能的发布,2024-10-26,1.000000
蒂姆·库克,担忧,苹果人工智能的发布,2024-10-26,1.000000
蒂姆·库克,增进,苹果人工智能的发布,2024-10-26,1.000000
Rene Haas,质疑,Arm,2024-10-31,1.000000
Rene Haas,认为可靠,Arm,2024-10-31,1.000000
路透社,认为优秀,台湾积电,2024-10-23,1.000000
半导体,增进,中国企业,2024-10-23,1.000000
美国,质疑,华为,2024-10-23,1.000000
路透社,质疑,台湾积电,2024-10-23,1.000000
美国,损害,华为,2024-10-23,1.000000
美国,攻击,华为,2024-10-23,1.000000
路透社,威胁,台湾积电,2024-10-23,1.000000
路透社,认为违规,台湾积电,2024-10-23,1.000000
路透社,相信,台湾积电,2024-10-23,1.000000
路透社,担忧,台湾积电,2024-10-23,1.000000
路透社,认为有威胁,台湾积电,2024-10-23,1.000000
吴部长,认为有威胁,台积电,2024-11-28,1.000000
吴部长,认为可靠,台积电,2024-11-28,1.000000
吴成文,质疑,台积电,2024-11-28,1.000000
吴成文,认为可靠,台积电,2024-11-28,1.000000
吴部长,认可,台积电,2024-11-28,1.000000
吴成文,认可,台积电,2024-11-28,1.000000
吴成文,认为优秀,台积电,2024-11-28,1.000000
吴成文,担忧,台积电,2024-11-28,1.000000
吴成文,增进,台积电,2024-11-28,1.000000
吴成文,批评,台积电,2024-11-28,1.000000
吴成文,感到不满,台积电,2024-11-28,1.000000
吴成文,相信,台积电,2024-11-28,1.000000
TSMC第一个晶圆厂,开始生产,4nm芯片,2024-11-28,1.000000
巴伦周刊,担忧,台湾积电,2024-10-23,1.000000
巴伦周刊,质疑,台湾积电,2024-10-23,1.000000
美国,攻击,华为,2024-10-23,1.000000
路透社,认为有威胁,台湾积电,2024-10-23,1.000000
巴伦周刊,损害,华为,2024-10-23,1.000000
路透社,认可,台湾积电,2024-10-23,1.000000
路透社,欣赏,台湾积电,2024-10-23,1.000000
路透社,主导,台湾积电,2024-10-23,1.000000
