head,relation,tail,time,score
美国,支持,台积电,2024-12-05,0.486443
美国,威胁,台积电,2024-11-30,0.484669
美国,认为有成就,台积电,2024-11-06,0.484064
美国,主导,台积电,2024-11-27,0.483939
张忠谋创办人,相信,刘德音博士,2024-11-26,0.482180
美国,主导,台积电,2024-10-26,0.481851
美国,主导,台积电,2024-11-26,0.481851
美国,主导,台积电,2024-11-26,0.481851
美国,主导,台积电,2024-11-26,0.481851
张曼娟,质疑,琼瑶,2024-11-23,0.480446
美国,主导,台积电,2024-11-25,0.479781
美国,主导,台积电,2024-11-16,0.477812
美国,质疑,台积电,2024-11-25,0.477711
美国,质疑,台积电,2024-11-25,0.477711
美国,质疑,台积电,2024-11-25,0.477711
美国,质疑,台积电,2024-11-25,0.477711
美国,质疑,台积电,2024-11-25,0.477711
美国,支持,台积电,2024-11-06,0.477552
美国,支持,台积电,2024-11-06,0.477552
美国,支持,台积电,2024-11-06,0.477552
美国,认为违规,台积电,2024-10-23,0.473942
美国,认为违规,台积电,2024-10-23,0.473942
张曼娟,相信,琼瑶,2024-12-01,0.473645
美国,视作英雄,台积电,2024-10-17,0.472123
美国,威胁,台积电,2024-11-28,0.470714
美国,威胁,台积电,2024-11-28,0.470714
美国,威胁,台积电,2024-11-28,0.470714
美国,认为失败,台积电,2024-11-19,0.468593
美国,认可,台积电,2024-11-07,0.468064
美国,支持,台积电,2024-11-07,0.467389
美国,威胁,台积电,2024-11-27,0.463622
美国,威胁,台积电,2024-11-27,0.463622
曾繁城董事长,相信,刘德音博士,2024-11-26,0.463161
美国,认为失败,台积电,2024-11-06,0.462538
美国,质疑,台积电,2024-11-27,0.457870
美国,质疑,台积电,2024-10-27,0.457870
美国,质疑,台积电,2024-11-27,0.457870
美国,认为犯罪,台积电,2024-10-23,0.457598
美国,认为犯罪,台积电,2024-10-23,0.457598
张曼娟,欣赏,琼瑶,2024-12-01,0.456913
张曼娟,欣赏,琼瑶,2024-12-01,0.456913
张曼娟,欣赏,琼瑶,2024-12-01,0.456913
美国,威胁,台积电,2024-11-26,0.456536
美国,威胁,台积电,2024-11-26,0.456536
美国,支持,台积电,2024-11-08,0.456260
美国,认可,台积电,2024-11-08,0.455202
美国,认为违规,台积电,2024-11-21,0.453947
张曼娟,相信,琼瑶,2024-11-27,0.453151
北美,威胁,华为,2024-11-29,0.451348
美国,认为可靠,台积电,2024-11-28,0.451280
美国,担忧,台积电,2024-11-28,0.450568
张曼娟,相信,琼瑶,2024-11-28,0.450074
美国,认为可靠,台积电,2024-10-17,0.449686
日本,认为有成就,台积电,2024-11-27,0.449564
美国,认为恐怖,台积电,2024-11-28,0.449508
美国,威胁,台积电,2024-11-25,0.449304
美国,威胁,台积电,2024-11-25,0.449304
美国,威胁,台积电,2024-11-25,0.449304
美国,威胁,台积电,2024-11-25,0.449304
美国,认为可靠,台积电,2024-11-27,0.449244
美国,质疑,台积电,2024-11-28,0.448812
美国,认为恐怖,台积电,2024-10-17,0.446645
美国,认为恐怖,台积电,2024-11-17,0.446645
美国,质疑,台积电,2024-11-30,0.446301
张曼娟,质疑,琼瑶,2024-11-26,0.445682
美国,认为可靠,台积电,2024-11-25,0.445243
美国,认为可靠,台积电,2024-11-25,0.445243
美国,感到不满,台积电,2024-11-13,0.444662
詹克团,支持,华为,2024-10-27,0.444522
詹克团,支持,华为,2024-10-27,0.444522
美国,认为恐怖,台积电,2024-10-27,0.444356
美国,认为恐怖,台积电,2024-11-27,0.444356
美国,认为违规,台积电,2024-11-19,0.443714
美国,担忧,台积电,2024-11-27,0.443392
美国,认为恐怖,台积电,2024-10-23,0.442520
美国,认为恐怖,台积电,2024-10-23,0.442520
美国,认为优秀,台积电,2024-11-28,0.439258
美国,认为优秀,台积电,2024-11-28,0.439258
美国,认为恐怖,台积电,2024-11-25,0.437425
张曼娟,质疑,琼瑶,2024-11-14,0.436835
张曼娟,质疑,琼瑶,2024-11-27,0.435170
美国,威胁,台积电,2024-10-23,0.432842
美国,担忧,台积电,2024-11-25,0.428937
美国,担忧,台积电,2024-11-25,0.428937
美国,担忧,台积电,2024-11-25,0.428937
美国,担忧,台积电,2024-11-25,0.428937
美国,担忧,台积电,2024-11-25,0.428937
张曼娟,欣赏,琼瑶,2024-11-05,0.428753
张曼娟,质疑,琼瑶,2024-11-28,0.425338
张曼娟,质疑,琼瑶,2024-11-28,0.425338
张曼娟,质疑,琼瑶,2024-11-28,0.425338
张曼娟,质疑,琼瑶,2024-11-28,0.425338
北京当局政府,主导,华为,2024-11-29,0.423997
美国,担忧,台积电,2024-10-23,0.422752
美国,威胁,台积电,2024-11-19,0.420825
美国,认为优秀,台积电,2024-11-25,0.417998
美国,认为优秀,台积电,2024-11-25,0.417998
美国,认为优秀,台积电,2024-11-25,0.417998
美国,认可,台积电,2024-11-18,0.417155
美国,认为有成就,台积电,2024-10-17,0.416205
美国,感到不满,台积电,2024-11-27,0.408785
曾繁城董事长,质疑,刘德音博士,2024-11-26,0.408650
张曼娟,质疑,琼瑶,2024-11-30,0.407316
美国,认为优秀,台积电,2024-10-23,0.404878
美国,认可,台积电,2024-10-17,0.399075
程廷芳,支持,华为,2024-11-29,0.398525
美国,认为优秀,台积电,2024-11-18,0.398300
美国,认为有成就,台积电,2024-10-23,0.397471
美国,感到不满,台积电,2024-10-23,0.396828
美国,感到不满,台积电,2024-11-25,0.394885
美国,感到不满,台积电,2024-11-25,0.394885
美国,感到不满,台积电,2024-11-25,0.394885
美国,感到不满,台积电,2024-11-25,0.394885
张曼娟,欣赏,琼瑶,2024-11-20,0.394884
美国,认为优秀,台积电,2024-10-17,0.389976
美国,批评,台积电,2024-11-13,0.386682
美国,攻击,台积电,2024-12-02,0.385042
华为,质疑,台积电,2024-11-28,0.380683
美国,认可,台积电,2024-10-23,0.380302
美国,认为有暴力,台积电,2024-11-19,0.378828
美国,支持,台积电,2024-11-19,0.378044
美国,支持,台积电,2024-11-19,0.378044
美国,支持,台积电,2024-11-19,0.378044
美国,认为有成就,台积电,2024-10-14,0.376677
美国,认为有成就,台积电,2024-11-25,0.376106
美国,认为有成就,台积电,2024-11-25,0.376106
美国,认为有成就,台积电,2024-11-25,0.376106
美国,支持,台积电,2024-11-29,0.375041
美国,支持,台积电,2024-11-29,0.375041
美国,支持,台积电,2024-11-18,0.374980
美国,攻击,台积电,2024-11-04,0.374593
美国,认为有成就,台积电,2024-11-28,0.374080
张曼娟,欣赏,琼瑶,2024-11-28,0.373567
张曼娟,欣赏,琼瑶,2024-11-28,0.373567
张曼娟,欣赏,琼瑶,2024-11-27,0.373139
美国,批评,台积电,2024-11-30,0.373048
张曼娟,欣赏,琼瑶,2024-11-26,0.372955
美国,支持,台积电,2024-11-28,0.372934
美国,认为有成就,台积电,2024-11-27,0.372118
张曼娟,欣赏,琼瑶,2024-11-14,0.371496
美国,支持,台积电,2024-11-27,0.370922
美国,支持,台积电,2024-11-27,0.370922
美国,支持,台积电,2024-10-26,0.369065
美国,支持,台积电,2024-11-20,0.368932
美国,支持,台积电,2024-11-20,0.368932
美国,支持,台积电,2024-11-20,0.368932
美国,支持,台积电,2024-11-25,0.367257
美国,支持,台积电,2024-11-25,0.367257
美国,支持,台积电,2024-11-25,0.367257
美国,支持,台积电,2024-11-25,0.367257
美国,支持,台积电,2024-11-25,0.367257
美国,攻击,台积电,2024-11-05,0.366761
美国,攻击,台积电,2024-11-05,0.366761
北京当局政府,欢迎,华为,2024-11-29,0.366424
美国,支持,台积电,2024-11-16,0.365519
美国,支持,台积电,2024-11-16,0.365519
美国,支持,台积电,2024-11-16,0.365519
华为,认可,台积电,2024-11-28,0.365219
美国,支持,台积电,2024-11-22,0.360569
美国,认可,台积电,2024-11-25,0.359444
美国,认可,台积电,2024-11-25,0.359444
美国,认可,台积电,2024-11-25,0.359444
美国,认可,台积电,2024-11-25,0.359444
美国,认可,台积电,2024-11-25,0.359444
美国,认为有暴力,台积电,2024-10-17,0.357480
美国,支持,台积电,2024-10-17,0.357395
北京当局政府,喜欢,华为,2024-11-29,0.353213
美国,认为有暴力,台积电,2024-10-23,0.351909
北京当局政府,欣赏,华为,2024-11-29,0.351491
美国,认可,台积电,2024-10-26,0.350179
张曼娟,质疑,琼瑶,2024-11-05,0.349707
张曼娟,质疑,琼瑶,2024-12-01,0.347264
张曼娟,质疑,琼瑶,2024-12-01,0.347264
张曼娟,质疑,琼瑶,2024-12-01,0.347264
北京当局政府,认可,华为,2024-11-29,0.347079
台湾,欣赏,台积电,2024-11-15,0.346900
华为,欢迎,台积电,2024-11-28,0.345728
美国,认可,台积电,2024-11-27,0.343508
美国,认可,台积电,2024-11-27,0.343508
美国,批评,台积电,2024-11-25,0.340262
美国,批评,台积电,2024-11-25,0.340262
美国,批评,台积电,2024-11-25,0.340262
美国,批评,台积电,2024-11-25,0.340262
美国,批评,台积电,2024-11-25,0.340262
张曼娟,欢迎,琼瑶,2024-11-27,0.336595
台湾,质疑,台积电,2024-11-25,0.328532
德国,欢迎,台积电,2024-08-24,0.327912
美国,批评,台积电,2024-10-23,0.326947
曾繁城董事长,喜欢,刘德音博士,2024-11-26,0.316138
韩国网友,欣赏,琼瑶,2024-12-01,0.315951
美国,攻击,台积电,2024-11-10,0.311374
美国,攻击,台积电,2024-11-19,0.294214
美国,攻击,台积电,2024-11-19,0.294214
曾繁城董事长,认可,刘德音博士,2024-11-26,0.289237
华为,支持,台积电,2024-11-28,0.285536
曾繁城董事长,欣赏,刘德音博士,2024-11-26,0.282625
张曼娟,主导,谈琼瑶,2024-11-28,0.282012
张忠谋创办人,质疑,刘德音博士,2024-11-26,0.281448
美国,感到满意,台积电,2024-10-17,0.277443
张曼娟,主导,谈琼瑶,2024-11-23,0.273828
张曼娟,主导,谈琼瑶,2024-11-30,0.272027
台湾,质疑,台积电,2024-11-30,0.271370
德国,主导,台积电,2024-11-17,0.268956
德国,主导,台积电,2024-11-17,0.268956
曾繁城董事长,视作英雄,刘德音博士,2024-11-26,0.267819
台积电,攻击,乌克兰,2024-12-03,0.266591
张曼娟,认可,琼瑶,2024-11-14,0.262037
台积电,质疑,华为,2024-11-28,0.261753
美国,感到满意,台积电,2024-11-25,0.260421
美国,感到满意,台积电,2024-11-25,0.260421
张曼娟,认可,琼瑶,2024-11-27,0.260091
立委关切经济部,批评,华为,2024-11-19,0.258690
美国,攻击,台积电,2024-10-30,0.257849
美国,攻击,台积电,2024-10-30,0.257849
美国,攻击,台积电,2024-11-30,0.257849
美国,感到满意,台积电,2024-11-27,0.253105
台积电,认为有威胁,中国,2024-11-10,0.253065
台积电,认为有威胁,中国,2024-11-10,0.253065
台积电,认为有威胁,美国,2024-11-09,0.251342
张曼娟,认可,琼瑶,2024-11-28,0.250116
张曼娟,批评,琼瑶,2024-11-20,0.249621
美国,攻击,台积电,2024-11-28,0.248723
美国,攻击,台积电,2024-10-27,0.246326
美国,攻击,台积电,2024-10-17,0.245258
德国,认为优秀,台积电,2024-11-17,0.245067
台积电,认为有威胁,美国,2024-11-28,0.244899
美国,攻击,台积电,2024-11-26,0.243886
《华尔街日报》,认为有威胁,华府,2024-11-25,0.241784
川普,欣赏,台积电,2024-11-05,0.230173
曾繁城董事长,支持,刘德音博士,2024-11-26,0.220131
川普,认为非法,台积电,2024-11-05,0.220075
美国,损害,台积电,2024-11-27,0.219196
美国,损害,台积电,2024-11-27,0.219196
美国,损害,台积电,2024-11-27,0.219196
美国,损害,台积电,2024-11-27,0.219196
美国,损害,台积电,2024-10-27,0.219196
美国,损害,台积电,2024-11-27,0.219196
美国,损害,台积电,2024-11-28,0.217079
美国,损害,台积电,2024-11-28,0.217079
美国,损害,台积电,2024-11-28,0.217079
美国,损害,台积电,2024-11-28,0.217079
德国,支持,台积电,2024-11-17,0.217055
北京当局政府,支持,华为,2024-11-29,0.215878
美国,损害,台积电,2024-11-29,0.214913
美国,损害,台积电,2024-11-26,0.214733
美国,损害,台积电,2024-11-26,0.214733
美国,损害,台积电,2024-11-30,0.213010
美国,损害,台积电,2024-10-30,0.213010
曾繁城董事长,欢迎,刘德音博士,2024-11-26,0.212660
美国,损害,台积电,2024-11-19,0.211697
曾繁城董事长,认为优秀,刘德音博士,2024-11-26,0.211614
美国,损害,台积电,2024-11-25,0.208966
美国,增进,台积电,2024-12-02,0.208785
美国,损害,台积电,2024-11-05,0.206713
美国,损害,台积电,2024-11-05,0.206713
张曼娟,认可,琼瑶,2024-11-05,0.206096
亚利桑那州,主导,台积电,2024-08-10,0.205990
美国,损害,台积电,2024-11-12,0.205432
美国,损害,台积电,2024-11-04,0.204557
张曼娟,认可,琼瑶,2024-12-01,0.204328
美国,损害,台积电,2024-11-09,0.204115
美国,损害,台积电,2024-11-10,0.204099
美国,损害,台积电,2024-12-03,0.202768
美国,损害,台积电,2024-12-03,0.202768
台积电,认为失败,美国,2024-10-24,0.201826
美国,损害,台积电,2024-12-02,0.201295
美国,增进,台积电,2024-11-06,0.201208
北京当局政府,认为优秀,华为,2024-11-29,0.200634
川普,认为有危机,台积电,2024-11-05,0.199716
川普,认为有危机,台积电,2024-11-05,0.199716
美国,损害,台积电,2024-10-17,0.196524
美国,损害,台积电,2024-10-23,0.195436
美国,损害,台积电,2024-10-23,0.195436
台积电,质疑,英特尔,2024-12-04,0.194717
美国,增进,台积电,2024-11-08,0.194651
张曼娟,批评,琼瑶,2024-12-01,0.194645
张曼娟,批评,琼瑶,2024-12-01,0.194645
张曼娟,批评,琼瑶,2024-12-01,0.194645
亚利桑那,认为有成就,台积电,2024-11-27,0.194268
川普,认为有危机,台积电,2024-11-06,0.193599
曾繁城董事长,担忧,刘德音博士,2024-11-26,0.192479
美国,增进,台积电,2024-10-17,0.185910
亚利桑那州,主导,台积电,2024-11-26,0.184650
张曼娟,批评,琼瑶,2024-11-05,0.184455
北京当局政府,增进,华为,2024-11-29,0.182649
川普,认为有威胁,台积电,2024-11-05,0.182193
川普,认为有威胁,台积电,2024-11-05,0.182193
川普,认为有威胁,台积电,2024-11-05,0.182193
亚利桑那州,主导,台积电,2024-11-25,0.180261
美国,增进,台积电,2024-11-16,0.177572
瑞士,质疑,台积电,2024-11-27,0.175263
北美,损害,华为,2024-11-29,0.174983
英特尔,欢迎,台积电,2024-12-03,0.174526
美国,增进,台积电,2024-11-27,0.172717
美国,增进,台积电,2024-11-27,0.172717
美国,增进,台积电,2024-11-27,0.172717
美国,增进,台积电,2024-11-27,0.172717
美国,增进,台积电,2024-11-28,0.170922
张忠谋创办人,欢迎,刘德音博士,2024-11-26,0.170089
张忠谋创办人,喜欢,刘德音博士,2024-11-26,0.167659
张曼娟,批评,琼瑶,2024-11-26,0.164316
台积电,攻击,日本,2024-09-11,0.164197
韩国网友,欢迎,台湾人太,2024-11-26,0.161395
韩国网友,认为热情,台湾人太,2024-12-01,0.161369
张曼娟,批评,琼瑶,2024-11-27,0.161157
张曼娟,批评,琼瑶,2024-11-14,0.161140
亚利桑那州,主导,台积电,2024-11-17,0.159426
张曼娟,批评,琼瑶,2024-11-28,0.159280
张曼娟,批评,琼瑶,2024-11-28,0.159280
亚利桑那州,认为优秀,台积电,2024-11-25,0.157862
张忠谋创办人,支持,刘德音博士,2024-11-26,0.156256
台积电,认为有危机,英特尔,2024-12-03,0.156119
台积电,认为有危机,英特尔,2024-12-03,0.156119
沈荣,主导,鸿钧微电子,2024-12-01,0.156042
曾繁城董事长,认为热情,刘德音博士,2024-11-26,0.155461
亚利桑那州,主导,台积电,2024-11-20,0.154266
韩国网友,欢迎,台湾人太,2024-12-01,0.154148
川普,欣赏,台积电,2024-11-19,0.153321
中国大陆,担忧,台积电,2024-11-14,0.152001
川普,威胁,台积电,2024-12-03,0.150530
川普,相信,台积电,2024-11-05,0.150031
张忠谋创办人,认为优秀,刘德音博士,2024-11-26,0.148867
川普,威胁,台积电,2024-11-04,0.146928
台积电,威胁,中国,2024-11-10,0.145025
台积电,威胁,中国,2024-11-10,0.145025
台积电,威胁,英特尔,2024-12-03,0.143715
台积电,威胁,英特尔,2024-12-03,0.143715
川普,认为有危机,台积电,2024-11-16,0.142872
川普,威胁,台积电,2024-11-05,0.142728
亚利桑那,认为失败,台积电,2024-11-27,0.142686
川普,认为有危机,台积电,2024-11-30,0.142553
川普,认为有危机,台积电,2024-11-13,0.140965
亚利桑那州,欢迎,台积电,2024-11-25,0.140402
川普,认为有危机,台积电,2024-11-29,0.139961
亚利桑那州,质疑,台积电,2024-11-25,0.138733
川普,认为有危机,台积电,2024-11-28,0.137522
曾繁城董事长,批评,刘德音博士,2024-11-26,0.137491
川普,认为有危机,台积电,2024-11-27,0.135109
欧盟,认为可靠,台积电,2024-12-01,0.134333
高雄,主导,台积电,2024-11-21,0.132376
川普,认为缺乏,台积电,2024-11-05,0.132106
台积电,欢迎,川普,2024-11-13,0.130073
川普,认为有威胁,台积电,2024-11-30,0.129711
亚利桑那州,认为违规,台积电,2024-08-10,0.129660
川普,认为恐怖,台积电,2024-11-05,0.125797
川普,认为恐怖,台积电,2024-11-05,0.125797
川普,认为有威胁,台积电,2024-11-28,0.125460
川普,担忧,台积电,2024-11-19,0.125261
川普,担忧,台积电,2024-11-04,0.122948
川普,主导,台积电,2024-11-19,0.122855
台积电,质疑,郭智辉,2024-11-18,0.122829
川普,担忧,台积电,2024-11-05,0.121780
川普,担忧,台积电,2024-11-05,0.121780
台积电,担忧,英特尔,2024-12-04,0.121758
川普,威胁,台积电,2024-11-09,0.121666
川普,担忧,台积电,2024-11-06,0.120592
川普,认为犯罪,台积电,2024-11-04,0.119905
川普,质疑,台积电,2024-11-27,0.119475
川普,威胁,台积电,2024-11-19,0.118725
川普,威胁,台积电,2024-11-18,0.118246
川普总统,认为有危机,台积电,2024-11-25,0.118120
川普,质疑,台积电,2024-11-04,0.116897
川普,认为可靠,台积电,2024-11-05,0.115542
川普,认为可靠,台积电,2024-11-05,0.115542
亚利桑那州,认可,台积电,2024-11-25,0.115063
川普,感到不满,台积电,2024-11-19,0.114059
韩国网友,感到不满,台湾人太,2024-11-20,0.114021
川普,质疑,台积电,2024-11-30,0.113584
川普,质疑,台积电,2024-11-05,0.113442
川普,质疑,台积电,2024-11-05,0.113442
权锡俊,主导,台积电,2024-11-20,0.112588
Sony集团,认为有成就,台积电,2024-11-18,0.112060
川普,认为恐怖,台积电,2024-11-28,0.111567
韩国网友,认为恐怖,台湾人太,2024-12-01,0.111283
张忠谋创办人,欣赏,刘德音博士,2024-11-26,0.110830
川普,担忧,台积电,2024-11-28,0.109766
川普,质疑,台积电,2024-11-06,0.109630
川普,认为恐怖,台积电,2024-11-30,0.108728
台积电,认为违规,华为,2024-11-28,0.108411
民进党,认为有危机,台积电,2024-11-27,0.108046
川普,担忧,台积电,2024-11-29,0.107712
川普总统,认为有威胁,台积电,2024-11-25,0.107080
民进党,质疑,台积电,2024-11-19,0.106994
韩国网友,感到不满,台湾人太,2024-11-26,0.106977
川普,担忧,台积电,2024-11-30,0.105874
特斯拉,损害,台积电,2024-12-03,0.105499
司法院,认为有威胁,台积电,2024-12-03,0.104635
亚利桑那州,担忧,台积电,2024-11-25,0.104474
川普,认为恐怖,台积电,2024-11-19,0.103867
亚利桑那州,支持,台积电,2024-11-25,0.102761
川普,威胁,台积电,2024-11-30,0.102196
川普,威胁,台积电,2024-11-30,0.102196
川普,认为犯罪,台积电,2024-11-30,0.101933
川普,认为犯罪,台积电,2024-11-30,0.101933
台积电,认为非法,美国,2024-11-19,0.098776
民主党,认为有危机,台积电,2024-11-19,0.096130
台湾政府,认为非法,台积电,2024-10-24,0.095859
川普,认为失败,台积电,2024-11-27,0.094904
川普,认可,台积电,2024-11-05,0.094763
川普,认可,台积电,2024-11-05,0.094763
川普总统,威胁,台积电,2024-11-25,0.094714
亚利桑那州,认为犯罪,台积电,2024-08-10,0.094423
川普,主导,台积电,2024-11-27,0.094397
民进党,威胁,台积电,2024-11-20,0.093873
川普,批评,台积电,2024-11-04,0.093271
川普,认为可靠,台积电,2024-11-27,0.091255
川普,认为失败,台积电,2024-11-30,0.091052
川普,认为可靠,台积电,2024-11-28,0.090060
民进党,担忧,台积电,2024-11-27,0.089648
厦门,威胁,玉晶光,2024-11-27,0.088659
华府,损害,华为,2024-11-25,0.087918
半导体,相信,台积电,2024-11-25,0.087667
川普,认可,台积电,2024-11-27,0.087188
川普,认可,台积电,2024-11-27,0.087188
川普,攻击,台积电,2024-12-01,0.087043
川普,批评,台积电,2024-11-06,0.086680
拜登总统,认为有危机,台积电,2024-12-03,0.086038
川普,攻击,台积电,2024-11-02,0.085495
川普,认为有成就,台积电,2024-11-27,0.085191
微软,损害,台积电,2024-11-20,0.084271
川普,攻击,台积电,2024-12-03,0.083659
解放军,认为有危机,台积电,2024-11-13,0.082189
川普,攻击,台积电,2024-12-04,0.081504
川普,攻击,台积电,2024-11-04,0.081504
厦门,攻击,玉晶光,2024-11-27,0.081219
刘德音,欢迎,台积电,2024-11-26,0.080936
川普总统,认为有成就,台积电,2024-11-27,0.079671
亚利桑那州,感到不满,台积电,2024-11-25,0.079280
川普,攻击,台积电,2024-11-05,0.079000
川普,攻击,台积电,2024-11-05,0.079000
亚利桑那州,批评,台积电,2024-11-25,0.078924
川普,增进,台积电,2024-11-19,0.078916
华为,感到满意,台积电,2024-11-28,0.078372
川普,增进,台积电,2024-11-20,0.078046
英特尔,感谢,台积电,2024-12-03,0.076957
半导体,质疑,台积电,2024-11-25,0.076553
半导体,质疑,台积电,2024-11-25,0.076553
半导体,质疑,台积电,2024-11-25,0.076553
半导体,质疑,台积电,2024-11-25,0.076553
半导体,质疑,台积电,2024-11-25,0.076553
川普,攻击,台积电,2024-11-06,0.076221
马斯克,主导,川普,2024-11-21,0.076191
半导体,质疑,台积电,2024-11-26,0.075306
半导体,质疑,台积电,2024-11-26,0.075306
半导体,质疑,台积电,2024-11-26,0.075306
立委关切经济部,质疑,比特大陆,2024-11-19,0.074921
拜登政府,认为有危机,台积电,2024-11-01,0.074766
台积电,相信,世界,2024-11-14,0.074554
国民党,质疑,台积电,2024-11-19,0.074109
民进党,认为可靠,台积电,2024-11-27,0.073186
国民党,质疑,台积电,2024-11-20,0.072990
台积电,认为犯罪,华为,2024-11-28,0.072830
川普,攻击,台积电,2024-11-19,0.072649
川普,攻击,台积电,2024-11-19,0.072649
韩国网友,认为恐怖,台湾人太,2024-11-20,0.072620
川普,攻击,台积电,2024-11-18,0.072474
川普当选,质疑,台积电,2024-11-06,0.072393
半导体,担忧,台积电,2024-11-25,0.071844
半导体,担忧,台积电,2024-11-25,0.071844
半导体,担忧,台积电,2024-11-25,0.071844
半导体,担忧,台积电,2024-11-25,0.071844
川普,支持,台积电,2024-11-27,0.071183
韩国网友,认为恐怖,台湾人太,2024-11-26,0.071066
半导体,担忧,台积电,2024-11-26,0.070443
半导体,担忧,台积电,2024-11-26,0.070443
半导体,担忧,台积电,2024-11-26,0.070443
川普,增进,台积电,2024-11-27,0.069437
川普,增进,台积电,2024-11-27,0.069437
川普,增进,台积电,2024-11-27,0.069437
